"Year","LocationAbbr","LocationDesc","DataSource","TopicType","TopicDesc","MeasureDesc","Variable","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","GeoLocation","Topic Type ID","Topic ID","Measure ID","SubMeasureID","DisplayOrder"
"2005","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","133.6",,,"  MS  (32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE002","02"
"2007","MD","Maryland","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2,455.6","†","Excludes dental expenditures","  MD  (39.290580964, -76.609260111)","HLT","501HLT","520SAE","SAE001","01"
"2006","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","819.5",,,"  AL  (32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE003","03"
"2008","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","2,279.0",,,"  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE004","04"
"2008","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","39.4",,,"  DC  (38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE002","02"
"2007","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","31.0","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE006","06"
"2005","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,617.2","†","Excludes dental expenditures","  AL  (32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE001","01"
"2006","GA","Georgia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","599.6",,,"  GA  (32.839681093, -83.627580346)","HLT","501HLT","520SAE","SAE004","04"
"2005","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","56.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE006","06"
"2006","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2,648.9","†","Excludes dental expenditures","  VA  (37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE001","01"
"2009","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","49.7",,,"  VT  (43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE004","04"
"2005","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","319.0","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE006","06"
"2008","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","115.1","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  CO  (38.843840757, -106.133610921)","HLT","501HLT","520SAE","SAE006","06"
"2007","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","57.3",,,"  ND  (47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE004","04"
"2007","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","75.0",,,"  WV  (38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE005","05"
"2008","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,542.6","†","Excludes dental expenditures","  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE001","01"
"2007","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","395.6","†","Excludes dental expenditures","  MT  (47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE001","01"
"2005","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","844.3",,,"  LA  (31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE003","03"
"2006","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","505.3",,,"  KS  (38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE003","03"
"2009","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","282.8",,,"  IN  (39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE005","05"
"2009","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","867.9",,,"  NJ  (40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE004","04"
"2006","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","58.2",,,"  RI  (41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE005","05"
"2006","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","877.5","†","Excludes dental expenditures","  WV  (38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE001","01"
"2005","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","24.2",,,"  MT  (47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE005","05"
"2009","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","24.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  HI  (21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE006","06"
"2006","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","271.7","†","Excludes dental expenditures","  ND  (47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE001","01"
"2008","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","650.3",,,"  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE003","03"
"2009","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","70.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  ME  (45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE006","06"
"2008","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","31.2",,,"  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE005","05"
"2006","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","210.7",,,"  MS  (32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE004","04"
"2006","TN","Tennessee","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","391.6",,,"  TN  (35.68094058, -85.774490914)","HLT","501HLT","520SAE","SAE002","02"
"2009","AZ","Arizona","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","479.3",,,"  AZ  (34.86597028, -111.763811277)","HLT","501HLT","520SAE","SAE004","04"
"2008","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","6,162.5","†","Excludes dental expenditures","  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE001","01"
"2006","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","267.3",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE004","04"
"2006","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","308.2","†","Excludes dental expenditures","  VT  (43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE001","01"
"2007","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","330.1","†","Excludes dental expenditures","  SD  (44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE001","01"
"2007","WV","West Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","190.2",,,"  WV  (38.665510202, -80.712640135)","HLT","501HLT","520SAE","SAE004","04"
"2009","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","6,383.2","†","Excludes dental expenditures","  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE001","01"
"2009","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","109.6",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE005","05"
"2008","WY","Wyoming","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","139.8",,,"  WY  (43.235541343, -108.109830353)","HLT","501HLT","520SAE","SAE003","03"
"2009","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","171.3","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  VA  (37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE006","06"
"2007","WI","Wisconsin","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","410.0",,,"  WI  (44.393191174, -89.816370742)","HLT","501HLT","520SAE","SAE004","04"
"2007","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","57.6","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  MS  (32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE006","06"
"2005","IL","Illinois","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","773.8",,,"  IL  (40.485010283, -88.997710178)","HLT","501HLT","520SAE","SAE004","04"
"2005","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","88.8","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  LA  (31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE006","06"
"2006","CO","Colorado","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","98.9","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  CO  (38.843840757, -106.133610921)","HLT","501HLT","520SAE","SAE006","06"
"2008","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","752.6",,,"  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE005","05"
"2008","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","699.7",,,"  NJ  (40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE002","02"
"2007","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","414.7",,,"  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE003","03"
"2008","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","406.5",,,"  MN  (46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE004","04"
"2007","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","658.4","†","Excludes dental expenditures","  NH  (43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE001","01"
"2008","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,820.7","†","Excludes dental expenditures","  AL  (32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE001","01"
"2007","IN","Indiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,461.1",,,"  IN  (39.766910452, -86.149960194)","HLT","501HLT","520SAE","SAE003","03"
"2009","ME","Maine","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","142.8",,,"  ME  (45.254228894001, -68.985031336)","HLT","501HLT","520SAE","SAE004","04"
"2007","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","11,896.6","†","Excludes dental expenditures","  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE001","01"
"2009","WA","Washington","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","493.3",,,"  WA  (47.522278629, -120.47001079)","HLT","501HLT","520SAE","SAE002","02"
"2007","HI","Hawaii","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","27.8",,,"  HI  (21.304850435, -157.857749403)","HLT","501HLT","520SAE","SAE005","05"
"2009","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","39.6",,,"  DC  (38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE002","02"
"2006","MS","Mississippi","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","78.6",,,"  MS  (32.745510099, -89.538030825)","HLT","501HLT","520SAE","SAE005","05"
"2007","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","286.3",,,"  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE004","04"
"2007","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","814.0",,,"  CT  (41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE003","03"
"2005","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","268.0","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  OH  (40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE006","06"
"2006","NV","Nevada","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","426.6",,,"  NV  (39.49324039, -117.071840564)","HLT","501HLT","520SAE","SAE003","03"
"2006","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","2,078.5",,,"  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE004","04"
"2007","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","536.1",,,"  KS  (38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE003","03"
"2006","MI","Michigan","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","227.7","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  MI  (44.661319543001, -84.71439027)","HLT","501HLT","520SAE","SAE006","06"
"2006","AL","Alabama","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,706.9","†","Excludes dental expenditures","  AL  (32.840571122, -86.631860762)","HLT","501HLT","520SAE","SAE001","01"
"2007","FL","Florida","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","7,766.7","†","Excludes dental expenditures","  FL  (28.932040377, -81.928960539)","HLT","501HLT","520SAE","SAE001","01"
"2007","VA","Virginia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","1,473.7",,,"  VA  (37.542680674, -78.457890463)","HLT","501HLT","520SAE","SAE003","03"
"2009","ND","North Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","325.8","†","Excludes dental expenditures","  ND  (47.475319779, -100.118421049)","HLT","501HLT","520SAE","SAE001","01"
"2008","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","682.2",,,"  OH  (40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE002","02"
"2009","OK","Oklahoma","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","96.6","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  OK  (35.472031356, -97.521070214)","HLT","501HLT","520SAE","SAE006","06"
"2005","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","71.4",,,"  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE004","04"
"2005","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","35.0",,,"  DC  (38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE004","04"
"2007","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","747.0","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE006","06"
"2006","NH","New Hampshire","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","92.6",,,"  NH  (43.655950113, -71.50036092)","HLT","501HLT","520SAE","SAE002","02"
"2007","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","90.4",,,"  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE004","04"
"2007","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","5,927.1",,,"  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE003","03"
"2009","RI","Rhode Island","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","124.5",,,"  RI  (41.708280193, -71.522470314)","HLT","501HLT","520SAE","SAE004","04"
"2009","UT","Utah","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","292.8",,,"  UT  (39.360700171, -111.587130635)","HLT","501HLT","520SAE","SAE003","03"
"2006","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","2,194.3","†","Excludes dental expenditures","  MN  (46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE001","01"
"2006","OH","Ohio","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","2,710.5",,,"  OH  (40.060210141, -82.404260056)","HLT","501HLT","520SAE","SAE003","03"
"2006","CT","Connecticut","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","259.4",,,"  CT  (41.56266102, -72.649840952)","HLT","501HLT","520SAE","SAE002","02"
"2006","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","68.3",,,"  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE002","02"
"2009","DC","District of Columbia","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","30.1",,,"  DC  (38.890371385, -77.031961127)","HLT","501HLT","520SAE","SAE005","05"
"2005","KY","Kentucky","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,601.9","†","Excludes dental expenditures","  KY  (37.645970271, -84.774971048)","HLT","501HLT","520SAE","SAE001","01"
"2006","NJ","New Jersey","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","217.0","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  NJ  (40.130570048, -74.273691288)","HLT","501HLT","520SAE","SAE006","06"
"2006","AK","Alaska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","213.2",,,"  AK  (64.845079957001, -147.722059036)","HLT","501HLT","520SAE","SAE003","03"
"2006","TX","Texas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","1,460.4",,,"  TX  (31.827240407, -99.426770206)","HLT","501HLT","520SAE","SAE004","04"
"2008","KS","Kansas","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","180.8",,,"  KS  (38.3477403, -98.200781227)","HLT","501HLT","520SAE","SAE002","02"
"2006","SC","South Carolina","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","78.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  SC  (33.998821303, -81.045371207)","HLT","501HLT","520SAE","SAE006","06"
"2009","PA","Pennsylvania","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","377.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  PA  (40.793730152, -77.860700294)","HLT","501HLT","520SAE","SAE006","06"
"2006","MT","Montana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","21.4","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  MT  (47.066528972, -109.424420645)","HLT","501HLT","520SAE","SAE006","06"
"2008","VT","Vermont","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","334.5","†","Excludes dental expenditures","  VT  (43.625381239, -72.517640791)","HLT","501HLT","520SAE","SAE001","01"
"2007","MN","Minnesota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","173.4","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  MN  (46.355648736, -94.794200503)","HLT","501HLT","520SAE","SAE006","06"
"2009","DE","Delaware","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","532.3","†","Excludes dental expenditures","  DE  (39.008830667, -75.577741168)","HLT","501HLT","520SAE","SAE001","01"
"2009","CA","California","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","13,292.4","†","Excludes dental expenditures","  CA  (37.638640123, -120.999999538)","HLT","501HLT","520SAE","SAE001","01"
"2006","SD","South Dakota","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Ambulatory","$","Millions of Dollars","40.0",,,"  SD  (44.353130053, -100.373530637)","HLT","501HLT","520SAE","SAE002","02"
"2007","MA","Massachusetts","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","2,058.3",,,"  MA  (42.27687047, -72.082690675)","HLT","501HLT","520SAE","SAE003","03"
"2005","ID","Idaho","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Hospital","$","Millions of Dollars","211.7",,,"  ID  (43.682630005, -114.363730042)","HLT","501HLT","520SAE","SAE003","03"
"2006","IA","Iowa","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Total","$","Millions of Dollars","1,118.0","†","Excludes dental expenditures","  IA  (42.469400913, -93.816490556)","HLT","501HLT","520SAE","SAE001","01"
"2007","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Other","$","Millions of Dollars","33.2","*","Other expenditures include home health care, durable and nondurable medical equipment, and other professional services.","  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE006","06"
"2008","OR","Oregon","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","261.7",,,"  OR  (44.567449424, -120.155031326)","HLT","501HLT","520SAE","SAE004","04"
"2008","NE","Nebraska","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Prescription Drugs","$","Millions of Dollars","132.7",,,"  NE  (41.641040988001, -99.365720623)","HLT","501HLT","520SAE","SAE004","04"
"2007","LA","Louisiana","SAMMEC","Health Consequences and Costs","Smoking-Attributable Expenditures (SAEs)","Type of Expense","Nursing Home","$","Millions of Dollars","112.7",,,"  LA  (31.312660644, -92.445680071)","HLT","501HLT","520SAE","SAE005","05"
